sport,timestamp,enhanced_avg_speed,avg_speed,avg_cadence,total_distance,avg_temperature,avg_heart_rate,year,month,day,date,miles_per_hour,mile_pace,steps_per_minute
training,2020-05-22T17:03:36Z,4294967.295,65.535,255,42949672.95,127,59,2020,5,22,2020-5-22,9607566.96100812,6.245077473152913e-6,510
training,2020-05-22T17:03:39Z,4294967.295,65.535,255,42949672.95,127,58,2020,5,22,2020-5-22,9607566.96100812,6.245077473152913e-6,510
training,2020-05-22T17:03:42Z,4294967.295,65.535,255,42949672.95,127,57,2020,5,22,2020-5-22,9607566.96100812,6.245077473152913e-6,510
training,2020-05-22T17:03:42Z,4294967.295,65.535,255,42949672.95,127,255,2020,5,22,2020-5-22,9607566.96100812,6.245077473152913e-6,510
training,2020-05-22T17:03:46Z,4294967.295,65.535,255,42949672.95,127,57,2020,5,22,2020-5-22,9607566.96100812,6.245077473152913e-6,510
training,2020-05-22T17:04:39Z,4294967.295,65.535,255,42949672.95,127,64,2020,5,22,2020-5-22,9607566.96100812,6.245077473152913e-6,510
running,2020-05-23T00:17:55Z,3.981,65.535,74,1609.34,127,134,2020,5,23,2020-5-23,8.905242216,6.7376044968432565,148
running,2020-05-23T00:20:48Z,4.041,65.535,75,700.96,127,164,2020,5,23,2020-5-23,9.039458376,6.637565825769117,150
running,2020-05-23T00:23:32Z,5.037,65.535,82,824.77,127,180,2020,5,23,2020-5-23,11.267446632,5.325075144318642,164
running,2020-05-23T00:24:54Z,1.45,65.535,50,118.59,127,156,2020,5,23,2020-5-23,3.2435572,18.498209311677932,100
running,2020-05-23T00:27:37Z,4.972,65.535,81,814.13,127,151,2020,5,23,2020-5-23,11.122045792000002,5.394690969817578,162
running,2020-05-23T00:36:04Z,3.484,65.535,68,1609.34,127,162,2020,5,23,2020-5-23,7.793485024,7.698738088958955,136
running,2020-05-23T00:38:52Z,3.885,65.535,69,501.93,127,176,2020,5,23,2020-5-23,8.69049636,6.904093565491121,138
running,2020-05-23T18:32:29Z,3.477,65.535,69,1609.34,127,136,2020,5,23,2020-5-23,7.777826472,7.7142374178697155,138
running,2020-05-23T18:39:27Z,3.849,65.535,76,1609.34,127,164,2020,5,23,2020-5-23,8.609966664,6.9686680961114575,152
running,2020-05-23T18:46:17Z,3.923,65.535,76,1609.34,127,168,2020,5,23,2020-5-23,8.775499928,6.837217308675249,152
running,2020-05-23T18:54:14Z,3.9,65.535,74,1609.34,127,170,2020,5,23,2020-5-23,8.7240504,6.877539359470001,148
running,2020-05-23T19:00:24Z,4.349,65.535,77,1609.34,127,178,2020,5,23,2020-5-23,9.728434664,6.167487583796965,154
running,2020-05-23T19:03:30Z,4.161,65.535,77,636.4,127,174,2020,5,23,2020-5-23,9.307890696,6.446143595754147,154
running,2020-05-25T03:13:05Z,3.729,65.535,74,1609.34,127,145,2020,5,25,2020-5-25,8.341534344000001,7.192921293090104,148
running,2020-05-25T03:19:47Z,4.001,65.535,75,1609.34,127,163,2020,5,25,2020-5-25,8.949980936000001,6.703924894259685,150
running,2020-05-25T03:27:14Z,3.918,65.535,73,1609.34,127,165,2020,5,25,2020-5-25,8.764315248,6.845942700850689,146
running,2020-05-25T03:34:07Z,3.896,65.535,73,1609.34,127,168,2020,5,25,2020-5-25,8.715102656,6.884600488175822,146
running,2020-05-25T03:41:36Z,4.06,65.535,75,1608.92,127,177,2020,5,25,2020-5-25,9.08196016,6.606503325599261,150
walking,2020-05-25T17:29:27Z,1.145,65.535,43,1609.34,127,109,2020,5,25,2020-5-25,2.5612917200000003,23.425679914351964,86
walking,2020-05-25T17:50:54Z,1.25,65.535,47,1609.34,127,96,2020,5,25,2020-5-25,2.79617,21.4579228015464,94
walking,2020-05-25T18:17:23Z,1.013,65.535,36,1609.34,127,106,2020,5,25,2020-5-25,2.2660161679999997,26.47818707002271,72
walking,2020-05-25T18:45:39Z,1.018,65.535,37,1336.4,127,110,2020,5,25,2020-5-25,2.277200848,26.348137035297643,74
walking,2020-05-25T20:04:18Z,0.902,65.535,35,1609.34,127,110,2020,5,25,2020-5-25,2.017716272,29.736589248262753,70
walking,2020-05-25T20:36:06Z,0.817,65.535,32,1495.7,127,135,2020,5,25,2020-5-25,1.827576712,32.83035924349205,64
walking,2020-05-25T21:31:15Z,1.097,65.535,44,1609.34,127,102,2020,5,25,2020-5-25,2.453918792,24.45068687505287,88
walking,2020-05-25T21:54:27Z,1.156,65.535,48,1609.34,127,116,2020,5,25,2020-5-25,2.585898016,23.202771195443773,96
walking,2020-05-25T22:16:19Z,1.226,65.535,47,1609.34,127,116,2020,5,25,2020-5-25,2.742483536,21.877980017889886,94
walking,2020-05-25T22:45:24Z,0.922,65.535,36,1609.34,127,113,2020,5,25,2020-5-25,2.062454992,29.091543928343818,72
walking,2020-05-25T22:45:30Z,0.434,65.535,38,1.68,127,105,2020,5,25,2020-5-25,0.970830224,61.802773045928575,76
running,2020-05-27T14:18:31Z,3.703,65.535,73,1609.34,127,146,2020,5,27,2020-5-27,8.283374008,7.24342519630921,146
running,2020-05-27T14:25:36Z,3.784,65.535,75,1609.34,127,165,2020,5,27,2020-5-27,8.464565824,7.088373018481238,150
running,2020-05-27T14:32:42Z,3.865,65.535,74,1609.34,127,170,2020,5,27,2020-5-27,8.645757640000001,6.939819793514359,148
running,2020-05-27T14:39:50Z,3.759,65.535,75,1609.34,127,175,2020,5,27,2020-5-27,8.408642424,7.135515696177973,150
running,2020-05-27T14:46:55Z,3.788,65.535,75,1609.34,127,181,2020,5,27,2020-5-27,8.473513568,7.0808879360963575,150
running,2020-05-27T14:56:27Z,3.758,65.535,75,1609.34,127,175,2020,5,27,2020-5-27,8.406405488,7.137414449689462,150
running,2020-05-27T14:58:25Z,3.416,65.535,70,382.75,127,183,2020,5,27,2020-5-27,7.641373376,7.8519916574745325,140
running,2020-05-29T03:34:40Z,3.921,65.535,75,1609.34,127,150,2020,5,29,2020-5-29,8.771026056,6.840704795188217,150
running,2020-05-29T03:41:45Z,3.866,65.535,73,1609.34,127,164,2020,5,29,2020-5-29,8.647994576,6.93802470303492,146
running,2020-05-29T03:49:02Z,3.787,65.535,73,1609.34,127,170,2020,5,29,2020-5-29,8.471276632,7.0827577243023505,146
running,2020-05-29T03:55:38Z,4.072,65.535,75,1609.34,127,176,2020,5,29,2020-5-29,9.108803392,6.587034258824411,150
running,2020-05-29T03:58:21Z,4.038,65.535,75,576.94,127,182,2020,5,29,2020-5-29,9.032747568000001,6.642497152534174,150
running,2020-05-30T00:09:21Z,3.466,65.535,73,1609.34,127,137,2020,5,30,2020-5-30,7.753220176,7.738719994787363,146
running,2020-05-30T00:17:34Z,3.345,65.535,73,1609.34,127,158,2020,5,30,2020-5-30,7.48255092,8.018655755435875,146
running,2020-05-30T00:24:50Z,3.694,65.535,76,1609.34,127,165,2020,5,30,2020-5-30,8.263241584,7.261072956668382,152
running,2020-05-30T00:31:58Z,3.759,65.535,72,1609.34,127,173,2020,5,30,2020-5-30,8.408642424,7.135515696177973,144
running,2020-05-30T00:38:48Z,3.927,65.535,74,1609.34,127,180,2020,5,30,2020-5-30,8.784447672,6.830252992598166,148
running,2020-05-30T00:39:31Z,3.641,65.535,71,148.73,127,183,2020,5,30,2020-5-30,8.144683976,7.366768333406482,142
running,2020-05-30T22:45:15Z,3.423,65.535,74,1609.34,127,158,2020,5,30,2020-5-30,7.657031928,7.835934414821209,148
running,2020-05-30T22:53:18Z,2.574,65.535,76,1188.19,127,178,2020,5,30,2020-5-30,5.757873264,10.420514181015152,152
running,2020-05-30T23:04:19Z,2.966,65.535,70,1609.34,127,162,2020,5,30,2020-5-30,6.634752176,9.043291807799394,140
running,2020-05-30T23:15:24Z,2.812,65.535,70,1609.34,127,169,2020,5,30,2020-5-30,6.290264032,9.538550320744312,140
running,2020-05-30T23:16:48Z,2.998,65.535,61,229.39,127,168,2020,5,30,2020-5-30,6.706334128000001,8.94676567776284,122
running,2020-05-31T23:21:43Z,3.723,65.535,74,1609.34,127,147,2020,5,31,2020-5-31,8.328112728,7.204513430548751,148
running,2020-05-31T23:28:46Z,3.797,65.535,75,1609.34,127,165,2020,5,31,2020-5-31,8.493645992000001,7.064104161688964,150
running,2020-05-31T23:35:52Z,3.785,65.535,75,1609.34,127,167,2020,5,31,2020-5-31,8.46680276,7.086500264711493,150
running,2020-05-31T23:42:51Z,3.936,65.535,74,1609.34,127,171,2020,5,31,2020-5-31,8.804580096,6.8146350360602135,148
running,2020-05-31T23:49:50Z,3.842,65.535,75,1609.34,127,177,2020,5,31,2020-5-31,8.594308112,6.9813647844698075,150
running,2020-05-31T23:56:45Z,3.879,65.535,75,1609.34,127,179,2020,5,31,2020-5-31,8.677074744,6.91477275120727,150
running,2020-06-01T00:03:28Z,3.993,65.535,75,1609.34,127,182,2020,6,1,2020-6-1,8.932085448,6.717356248918858,150
running,2020-06-01T00:10:04Z,4.071,65.535,76,1609.34,127,187,2020,6,1,2020-6-1,9.106566456,6.588652297207812,152
running,2020-06-01T00:12:00Z,4.057,65.535,77,345.05,127,192,2020,6,1,2020-6-1,9.075249352,6.611388588102786,154
running,2020-06-02T00:32:17Z,3.664,65.535,74,1609.34,127,147,2020,6,2,2020-6-2,8.196133504,7.320524973234989,148
running,2020-06-02T00:34:23Z,3.784,65.535,74,406.4,127,161,2020,6,2,2020-6-2,8.464565824,7.088373018481238,148
running,2020-06-02T00:36:16Z,4.765,65.535,80,541.83,127,162,2020,6,2,2020-6-2,10.659000039999999,5.629045855599791,160
running,2020-06-02T00:37:20Z,3.333,65.535,75,212.53,127,171,2020,6,2,2020-6-2,7.455707688,8.047525803160216,150
running,2020-06-02T00:39:17Z,4.962,65.535,83,582.52,127,178,2020,6,2,2020-6-2,11.099676431999999,5.4055629790272075,166
running,2020-06-02T00:40:17Z,3.107,65.535,75,185.94,127,176,2020,6,2,2020-6-2,6.9501601520000005,8.632894593476987,150
running,2020-06-02T00:50:16Z,4.082,65.535,76,1490.35,127,166,2020,6,2,2020-6-2,9.131172752,6.570897477200638,152
cycling,2020-06-03T03:07:32Z,3.922,65.535,255,6758.57,127,158,2020,6,3,2020-6-3,8.773262992000001,6.838960607326109,510
running,2020-06-04T02:51:08Z,3.92,65.535,75,1609.34,127,152,2020,6,4,2020-6-4,8.76878912,6.842449872942093,150
running,2020-06-04T02:57:45Z,4.055,65.535,75,1609.34,127,169,2020,6,4,2020-6-4,9.07077548,6.614649445606165,150
running,2020-06-04T03:04:13Z,4.013,65.535,75,1520.7,127,175,2020,6,4,2020-6-4,8.976824168,6.683878271102168,150
running,2020-06-06T22:08:48Z,4.003,65.535,74,1609.34,127,149,2020,6,6,2020-6-6,8.954454808000001,6.700575443900324,148
running,2020-06-06T22:16:17Z,3.578,65.535,74,1609.34,127,169,2020,6,6,2020-6-6,8.003757008,7.496479458337899,148
running,2020-06-06T22:27:44Z,2.39,65.535,66,1609.34,127,175,2020,6,6,2020-6-6,5.34627704,11.222762971520083,132
running,2020-06-06T22:29:07Z,2.895,65.535,70,224.74,127,184,2020,6,6,2020-6-6,6.47592972,9.265078929855958,140
running,2020-06-06T23:23:51Z,4.191,65.535,75,1609.34,127,154,2020,6,6,2020-6-6,9.374998776,6.400000835584109,150
running,2020-06-06T23:32:47Z,2.999,65.535,72,1609.34,127,176,2020,6,6,2020-6-6,6.708571064,8.943782428120373,144
running,2020-06-06T23:33:57Z,3.601,65.535,76,228.69,127,185,2020,6,6,2020-6-6,8.055206536,7.4485985842635385,152
running,2020-06-07T23:00:32Z,3.718,65.535,75,1609.34,127,149,2020,6,7,2020-6-7,8.316928048,7.214202125318183,150
running,2020-06-07T23:07:58Z,3.609,65.535,74,1609.34,127,165,2020,6,7,2020-6-7,8.073102024,7.432087420873649,148
running,2020-06-07T23:14:59Z,3.82,65.535,73,1609.34,127,166,2020,6,7,2020-6-7,8.54509552,7.02157159736466,146
running,2020-06-07T23:23:43Z,3.597,65.535,70,1609.34,127,160,2020,6,7,2020-6-7,8.046258792,7.45688170751543,140
running,2020-06-07T23:30:58Z,3.7,65.535,74,1609.34,127,171,2020,6,7,2020-6-7,8.2766632,7.2492982437656766,148
running,2020-06-07T23:38:24Z,3.608,65.535,71,1609.34,127,170,2020,6,7,2020-6-7,8.070865088,7.434147312065688,142
running,2020-06-07T23:45:36Z,3.727,65.535,72,1609.34,127,177,2020,6,7,2020-6-7,8.337060472,7.1967811918253295,144
running,2020-06-07T23:53:50Z,3.257,65.535,69,1609.34,127,167,2020,6,7,2020-6-7,7.285700552000001,8.235309641367209,138
running,2020-06-08T00:01:02Z,3.728,65.535,74,1609.34,127,178,2020,6,8,2020-6-8,8.339297408,7.194850724767436,148
running,2020-06-08T00:01:20Z,3.843,65.535,76,55.74,127,181,2020,6,8,2020-6-8,8.596545048,6.9795481399773625,152
running,2020-06-09T00:05:34Z,3.73,65.535,75,388.08,127,131,2020,6,9,2020-6-9,8.34377128,7.19099289596059,150
running,2020-06-09T00:12:47Z,3.812,65.535,74,1609.34,127,143,2020,6,9,2020-6-9,8.527200032,7.0363073194997385,148
running,2020-06-09T00:19:51Z,3.798,65.535,75,1609.34,127,162,2020,6,9,2020-6-9,8.495882928,7.062244207986572,150
running,2020-06-09T00:25:06Z,3.839,65.535,75,1182.78,127,168,2020,6,9,2020-6-9,8.587597304,6.986820396439958,150
running,2020-06-11T00:43:56Z,4.06,65.535,75,1609.34,127,151,2020,6,11,2020-6-11,9.08196016,6.606503325599261,150
running,2020-06-11T00:50:11Z,4.296,65.535,77,1609.34,127,182,2020,6,11,2020-6-11,9.609877056,6.243576234155727,154
running,2020-06-11T00:58:14Z,3.878,65.535,72,1609.34,127,178,2020,6,11,2020-6-11,8.674837808000001,6.9165558282447135,144
running,2020-06-11T01:06:14Z,3.357,65.535,74,1609.34,127,184,2020,6,11,2020-6-11,7.5093941520000005,7.989992106622878,148
running,2020-06-11T01:06:24Z,3.085,65.535,75,17.55,127,188,2020,6,11,2020-6-11,6.90094756,8.694458185391573,150
running,2020-06-12T00:03:25Z,3.777,65.535,75,1609.34,127,150,2020,6,12,2020-6-12,8.448907272,7.101510061406673,150
running,2020-06-12T00:10:21Z,3.87,65.535,75,1609.34,127,169,2020,6,12,2020-6-12,8.65694232,6.930853618070542,150
running,2020-06-12T00:17:07Z,3.961,65.535,75,1609.34,127,179,2020,6,12,2020-6-12,8.860503496,6.771624211545822,150
running,2020-06-12T00:23:51Z,3.99,65.535,75,1609.34,127,189,2020,6,12,2020-6-12,8.925374640000001,6.722406892715037,150
running,2020-06-12T00:25:23Z,3.796,65.535,75,333.27,127,189,2020,6,12,2020-6-12,8.491409056,7.065965095345891,150
running,2020-06-12T23:13:50Z,3.873,65.535,75,1609.34,127,148,2020,6,12,2020-6-12,8.663653128,6.925485025027886,150
running,2020-06-12T23:20:33Z,3.989,65.535,75,1609.34,127,169,2020,6,12,2020-6-12,8.923137704,6.724092128837554,150
running,2020-06-12T23:26:44Z,4.334,65.535,77,1609.34,127,180,2020,6,12,2020-6-12,9.694880624,6.18883329532372,154
running,2020-06-12T23:29:51Z,4.765,65.535,79,887.4,127,192,2020,6,12,2020-6-12,10.659000039999999,5.629045855599791,158
running,2020-06-12T23:33:57Z,2.739,65.535,65,676.49,127,162,2020,6,12,2020-6-12,6.126967704,9.792772362881708,130
running,2020-06-12T23:35:15Z,5.206,65.535,84,404.62,127,190,2020,6,12,2020-6-12,11.645488816,5.152209662299846,168
running,2020-06-12T23:44:35Z,2.877,65.535,65,1609.34,127,165,2020,6,12,2020-6-12,6.435664871999999,9.323046055590199,130
running,2020-06-12T23:46:51Z,3.574,65.535,75,446.61,127,177,2020,6,12,2020-6-12,7.994809264,7.5048694745195865,150
running,2020-06-13T23:27:12Z,3.847,65.535,74,987.28,127,151,2020,6,13,2020-6-13,8.605492792,6.9722910064811545,148
running,2020-06-13T23:34:21Z,3.748,65.535,74,1609.34,127,168,2020,6,13,2020-6-13,8.384036128,7.156457711294824,148
running,2020-06-13T23:41:28Z,3.767,65.535,76,1609.34,127,173,2020,6,13,2020-6-13,8.426537912,7.120361959631802,152
running,2020-06-13T23:48:34Z,3.783,65.535,75,1609.34,127,176,2020,6,13,2020-6-13,8.462328888,7.090246762340207,150
running,2020-06-13T23:53:37Z,3.526,65.535,72,800.46,127,173,2020,6,13,2020-6-13,7.8874363359999995,7.607034458857913,144
running,2020-06-14T19:44:55Z,3.795,65.535,75,1609.34,127,154,2020,6,14,2020-6-14,8.48917212,7.067827009732016,150
running,2020-06-14T19:51:56Z,3.947,65.535,74,1609.34,127,168,2020,6,14,2020-6-14,8.829186392,6.79564314718343,148
running,2020-06-14T19:58:52Z,3.869,65.535,75,1609.34,127,173,2020,6,14,2020-6-14,8.654705384000001,6.932644999207288,150
running,2020-06-14T20:05:55Z,3.967,65.535,75,1609.34,127,178,2020,6,14,2020-6-14,8.873925112,6.761382279287371,150
running,2020-06-14T20:12:39Z,3.989,65.535,76,1609.34,127,183,2020,6,14,2020-6-14,8.923137704,6.724092128837554,152
running,2020-06-14T20:18:59Z,4.003,65.535,75,1413.61,127,187,2020,6,14,2020-6-14,8.954454808000001,6.700575443900324,150
running,2020-06-14T20:35:09Z,3.904,65.535,75,1609.34,127,169,2020,6,14,2020-6-14,8.732998144,6.870492700290216,150
running,2020-06-14T20:42:35Z,3.881,65.535,75,1609.34,127,180,2020,6,14,2020-6-14,8.681548615999999,6.911209353757538,150
running,2020-06-14T20:43:00Z,4.725,65.535,75,11.77,127,186,2020,6,14,2020-6-14,10.569522599999999,5.676699153848254,150
running,2020-06-14T20:53:14Z,4.018,65.535,75,1469.4,127,175,2020,6,14,2020-6-14,8.988008848,6.675560851650822,150
running,2020-06-17T03:24:59Z,3.839,65.535,73,1609.34,127,145,2020,6,17,2020-6-17,8.587597304,6.986820396439958,146
running,2020-06-17T03:26:14Z,3.974,65.535,75,296.7,127,163,2020,6,17,2020-6-17,8.889583664,6.749472446384751,150
running,2020-06-17T03:31:57Z,4.694,65.535,81,1609.34,127,171,2020,6,17,2020-6-17,10.500177584,5.7141890715664685,162
running,2020-06-17T03:32:04Z,4.587,65.535,80,32.01,127,187,2020,6,17,2020-6-17,10.260825431999999,5.847482777835841,160
running,2020-06-17T03:34:44Z,1.253,65.535,48,200.74,127,135,2020,6,17,2020-6-17,2.802880808,21.40654708853392,96
running,2020-06-17T03:39:02Z,4.018,65.535,72,978.52,127,143,2020,6,17,2020-6-17,8.988008848,6.675560851650822,144
running,2020-06-17T03:40:55Z,5.018,65.535,82,570.25,127,146,2020,6,17,2020-6-17,11.224944848,5.345237844147669,164
running,2020-06-17T03:51:36Z,3.208,65.535,71,1609.34,127,160,2020,6,17,2020-6-17,7.176090688,8.361098348482855,142
running,2020-06-17T03:55:59Z,3.531,65.535,75,911.57,127,173,2020,6,17,2020-6-17,7.898621016000001,7.596262674011045,150
running,2020-06-18T03:20:23Z,3.611,65.535,74,1609.34,127,144,2020,6,18,2020-6-18,8.077575896,7.427971061183328,148
running,2020-06-18T03:27:20Z,3.861,65.535,75,1609.34,127,155,2020,6,18,2020-6-18,8.636809896,6.947009454010101,150
running,2020-06-18T03:34:26Z,3.869,65.535,74,1609.34,127,161,2020,6,18,2020-6-18,8.654705384000001,6.932644999207288,148
running,2020-06-18T03:36:52Z,3.829,65.535,75,520.88,127,167,2020,6,18,2020-6-18,8.565227944,7.005067511604335,150
running,2020-06-19T14:47:38Z,3.744,65.535,75,1609.34,127,149,2020,6,19,2020-6-19,8.375088384000001,7.164103499447916,150
running,2020-06-19T14:54:44Z,3.805,65.535,76,1609.34,127,164,2020,6,19,2020-6-19,8.51154148,7.049251905895664,152
running,2020-06-19T15:01:40Z,3.911,65.535,75,1609.34,127,168,2020,6,19,2020-6-19,8.748656696,6.858195730486577,150
running,2020-06-19T15:08:34Z,3.892,65.535,76,1609.34,127,174,2020,6,19,2020-6-19,8.706154912,6.8916761310208114,152
running,2020-06-19T15:15:40Z,3.835,65.535,76,1609.34,127,178,2020,6,19,2020-6-19,8.57864956,6.994107823189831,152
running,2020-06-19T15:18:24Z,3.933,65.535,76,633.1,127,178,2020,6,19,2020-6-19,8.797869288,6.819833079565981,152
running,2020-06-20T20:02:40Z,3.05,65.535,74,1609.34,127,149,2020,6,20,2020-6-20,6.8226548,8.794230656371477,148
running,2020-06-20T20:12:22Z,2.763,65.535,75,1609.34,127,177,2020,6,20,2020-6-20,6.180654168,9.707710279382193,150
running,2020-06-20T20:22:48Z,2.738,65.535,73,1609.34,127,174,2020,6,20,2020-6-20,6.124730768,9.796348978061724,146
running,2020-06-20T20:31:40Z,3.021,65.535,75,1609.34,127,166,2020,6,20,2020-6-20,6.757783656,8.878650613019861,150
running,2020-06-20T20:38:16Z,3.054,65.535,75,1079.53,127,153,2020,6,20,2020-6-20,6.831602544,8.782712345099215,150
running,2020-06-21T14:47:36Z,3.694,65.535,75,1609.34,127,140,2020,6,21,2020-6-21,8.263241584,7.261072956668382,150
running,2020-06-21T14:54:47Z,3.734,65.535,75,1609.34,127,159,2020,6,21,2020-6-21,8.352719024,7.183289636297,150
running,2020-06-21T15:02:00Z,3.718,65.535,75,1609.34,127,163,2020,6,21,2020-6-21,8.316928048,7.214202125318183,150
running,2020-06-21T15:09:07Z,3.772,65.535,75,1609.34,127,168,2020,6,21,2020-6-21,8.437722592,7.110923515888919,150
running,2020-06-21T15:16:11Z,3.793,65.535,75,1609.34,127,173,2020,6,21,2020-6-21,8.484698248,7.071553783794621,150
running,2020-06-21T15:23:17Z,3.781,65.535,75,1609.34,127,176,2020,6,21,2020-6-21,8.457855016,7.09399722346813,150
running,2020-06-21T15:30:18Z,3.823,65.535,75,1609.34,127,178,2020,6,21,2020-6-21,8.551806328,7.016061601342663,150
running,2020-06-21T15:37:33Z,3.697,65.535,75,1609.34,127,179,2020,6,21,2020-6-21,8.269952392,7.255180822811198,150
running,2020-06-21T15:39:10Z,4.037,65.535,75,371.36,127,180,2020,6,21,2020-6-21,9.030510632,6.6441425568325485,150
running,2020-06-23T14:53:10Z,3.733,65.535,74,1609.34,127,149,2020,6,23,2020-6-23,8.350482088,7.185213903544871,148
running,2020-06-23T15:00:11Z,3.821,65.535,75,1609.34,127,162,2020,6,23,2020-6-23,8.547332456000001,7.019733970670766,150
running,2020-06-23T15:05:58Z,4.639,65.535,79,1609.34,127,178,2020,6,23,2020-6-23,10.377146104000001,5.781936516907307,158
running,2020-06-23T15:10:09Z,4.51,65.535,79,1133.75,127,187,2020,6,23,2020-6-23,10.08858136,5.947317849652551,158
running,2020-06-23T15:18:53Z,3.069,65.535,67,1609.34,127,160,2020,6,23,2020-6-23,6.865156584,8.739786087303031,134
running,2020-06-23T15:24:55Z,3.749,65.535,74,1271.08,127,179,2020,6,23,2020-6-23,8.386273064000001,7.154548813532408,148
running,2020-06-24T14:27:36Z,3.287,65.535,59,1609.34,127,123,2020,6,24,2020-6-24,7.352808632,8.160147095203225,118
running,2020-06-24T14:35:06Z,3.58,65.535,67,1609.34,127,153,2020,6,24,2020-6-24,8.008230880000001,7.492291480986871,134
running,2020-06-24T14:42:44Z,3.615,65.535,65,1609.34,127,156,2020,6,24,2020-6-24,8.086523640000001,7.4197520060672195,130
running,2020-06-24T14:50:27Z,3.593,65.535,68,1609.34,127,159,2020,6,24,2020-6-24,8.037311048,7.465183273568885,136
running,2020-06-24T14:50:37Z,3.627,65.535,61,18.17,127,161,2020,6,24,2020-6-24,8.113366872,7.395203612333334,122
running,2020-06-26T03:31:29Z,3.809,65.535,75,1609.34,127,148,2020,6,26,2020-6-26,8.520489224,7.041849173518772,150
running,2020-06-26T03:38:18Z,3.935,65.535,75,1609.34,127,167,2020,6,26,2020-6-26,8.80234316,6.816366836577637,150
running,2020-06-26T03:39:41Z,3.723,65.535,75,298.18,127,170,2020,6,26,2020-6-26,8.328112728,7.204513430548751,150
running,2020-06-26T03:45:30Z,4.613,65.535,78,1609.34,127,183,2020,6,26,2020-6-26,10.318985768000001,5.814524929965965,156
running,2020-06-26T03:51:10Z,4.737,65.535,78,1609.34,127,191,2020,6,26,2020-6-26,10.596365832,5.662318662008233,156
running,2020-06-26T03:55:08Z,1.588,65.535,53,377.79,127,140,2020,6,26,2020-6-26,3.5522543680000003,16.890682306003146,106
running,2020-06-26T04:02:29Z,3.652,65.535,74,1609.34,127,171,2020,6,26,2020-6-26,8.169290272,7.344579272161282,148
running,2020-06-26T04:09:49Z,3.688,65.535,74,1609.34,127,180,2020,6,26,2020-6-26,8.249819968,7.272885982085954,148
running,2020-06-26T04:10:56Z,3.831,65.535,75,236.78,127,178,2020,6,26,2020-6-26,8.569701816,7.001410467745497,150
running,2020-06-27T02:39:36Z,3.869,65.535,76,1609.34,127,153,2020,6,27,2020-6-27,8.654705384000001,6.932644999207288,152
running,2020-06-27T02:46:08Z,4.107,65.535,76,1609.34,127,168,2020,6,27,2020-6-27,9.187096152,6.5308993187078155,152
running,2020-06-27T02:52:48Z,4.024,65.535,75,1609.34,127,172,2020,6,27,2020-6-27,9.001430464,6.665607232090706,150
running,2020-06-27T02:57:45Z,3.845,65.535,71,960.43,127,167,2020,6,27,2020-6-27,8.601018920000001,6.975917685808322,142
running,2020-06-27T23:21:52Z,3.737,65.535,76,1609.34,127,165,2020,6,27,2020-6-27,8.359429832,7.177523013629382,152
running,2020-06-27T23:31:23Z,3.597,65.535,75,1609.34,127,171,2020,6,27,2020-6-27,8.046258792,7.45688170751543,150
running,2020-06-27T23:40:24Z,3.829,65.535,73,1609.34,127,167,2020,6,27,2020-6-27,8.565227944,7.005067511604335,146
running,2020-06-27T23:47:56Z,3.927,65.535,75,1609.34,127,175,2020,6,27,2020-6-27,8.784447672,6.830252992598166,150
running,2020-06-27T23:49:04Z,1.895,65.535,61,122.28,127,177,2020,6,27,2020-6-27,4.23899372,14.15430263954248,122
running,2020-06-28T21:09:48Z,3.728,65.535,75,1609.34,127,148,2020,6,28,2020-6-28,8.339297408,7.194850724767436,150
running,2020-06-28T21:16:41Z,3.893,65.535,75,1609.34,127,164,2020,6,28,2020-6-28,8.708391848,6.8899058571623435,150
running,2020-06-28T21:23:41Z,3.834,65.535,75,1609.34,127,169,2020,6,28,2020-6-28,8.576412624,6.995932055798905,150
running,2020-06-28T21:30:28Z,3.959,65.535,75,1609.34,127,174,2020,6,28,2020-6-28,8.856029624,6.775045087631473,150
running,2020-06-28T21:37:19Z,3.913,65.535,75,1609.34,127,177,2020,6,28,2020-6-28,8.753130568,6.854690391498339,150
running,2020-06-28T21:44:19Z,3.835,65.535,75,1609.34,127,181,2020,6,28,2020-6-28,8.57864956,6.994107823189831,150
running,2020-06-28T21:51:21Z,3.816,65.535,75,1609.34,127,183,2020,6,28,2020-6-28,8.536147776,7.02893173530739,150
running,2020-06-28T21:58:39Z,3.666,65.535,75,1609.34,127,183,2020,6,28,2020-6-28,8.200607376,7.316531233478723,150
running,2020-06-28T22:00:20Z,3.862,65.535,75,138.14,127,184,2020,6,28,2020-6-28,8.639046832,6.945210642654843,150
running,2020-07-01T02:15:48Z,3.817,65.535,75,1609.34,127,146,2020,7,1,2020-7-1,8.538384712000001,7.027090254632696,150
running,2020-07-01T02:23:04Z,3.757,65.535,75,1609.34,127,157,2020,7,1,2020-7-1,8.404168552,7.1393142139827,150
running,2020-07-01T02:30:09Z,3.907,65.535,74,1609.34,127,167,2020,7,1,2020-7-1,8.739708952,6.865217174797286,148
running,2020-07-01T02:40:33Z,3.656,65.535,71,1609.34,127,159,2020,7,1,2020-7-1,8.178238016,7.3365436274433815,142
running,2020-07-01T02:44:35Z,3.923,65.535,75,940.67,127,174,2020,7,1,2020-7-1,8.775499928,6.837217308675249,150
running,2020-07-02T03:18:07Z,3.608,65.535,75,1609.34,127,146,2020,7,2,2020-7-2,8.070865088,7.434147312065688,150
